Trade	MktID	MarketName	TradableMnth	Weight	Slpg	Open	Close	CtCnt	Settle	BB	RIC	Tm1	Tm2	EnEndAdj	ExOT	ExPeriod	RebBegin	RebEnd	RollBegin	RollEnd	StpLossPeriod	BBExch	IBRoot	IBExch	EnEndAdj	ExOT	ExPeriod	RebBegin	RebEnd	TradeDir	OpenReg	URic	UIB	UR2NIntra	URNEX2d	UEm	Note	ProdWithAsian	Note
N	4112	NASAAC@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LKA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4113	Tim@LME	[111111111111]	1	0.05%	20:00	19:45	8	17:00	LTA Comdty		20:00	20:00	20	Vwap	10	08:35	09:25	08:35	09:25		LME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4114	Lead@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	PBLA Comdty		21:00	21:00	20	Vwap	10	09:20	10:20	09:20	10:20		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
ToAdd	4118	Iron Ore@SGX	[111111111111]	1	0.05%	20:15	20:00	8	20:00	SCOA Comdty		20:15	20:15	20	Vwap	10	08:10	09:10	08:10	09:10	3	SGX			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4201	Rubber@SHF	[101111111110]	1	0.05%	21:00	15:00	8	15:00	RTA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4202	ZCE Glass @ZCE	[111111111111]	1	0.05%	21:00	15:00	8	15:00	FGLA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		ZCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4203	Polyethylene@DCE	[101010101000]	1	0.05%	21:00	15:00	8	16:00	POLA Comdty	HMCE	21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		DCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4204	Pure Terephthalic Acid@ZCE	[111111111111]	1	0.05%	21:00	15:00	8	15:00	PTA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		ZCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4205	Blockboard@DCE	[111111111111]	1	0.05%	09:00	15:00	8	16:00	BLCA Comdty		09:00	09:00	20	Vwap	10	13:50	14:50	13:50	14:50		DCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4206	Fibreboard@DCE	[111111111111]	1	0.05%	09:00	15:00	8	16:00	FREA Comdty		09:00	09:00	20	Vwap	10	13:50	14:50	13:50	14:50		DCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4207	Methanol @ZCE	[111111111111]	1	0.05%	21:00	15:00	8	15:00	ZMEA Comdty		21:00	21:00	20	Vwap	10	13:50	14:50	13:50	14:50		ZCE			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4208	Rubber@TCM	[111111111111]	1	0.05%	16:30	15:15	8	15:20	JNA Comdty	JRU	16:30	16:30	20	Vwap	10	09:20	10:20	09:20	10:20		TCM	TSR20	SGX	10	Vwap	2	10	70	0		Y	Y	N	N	N		N	
N	4209	Polyvinyl Chloride@DCE	[111111111111]	1	0.05%	21:00	15:00	8	18:00	PVCA Comdty	DPV	21:00	21:00	10	Vwap	10	09:20	10:20	09:20	10:20		SGX			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4210	Lumber@CME	[101010101010]	1	0.05%	09:00	15:05	8	13:05	LBA Comdty	LB	09:00	09:00	20	Vwap	10	13:50	14:50	13:50	14:50		DCE	LB	GLOBEX	10	Vwap	2	10	70	0		Y	Y	Y	Y	Y		Y	
N	4213	TSR20 ROB@SGX	[111111111111]	1	0.05%	07:55	18:00	8	18:00	ORA Comdty		07:55	07:55	20	Vwap	10	09:20	10:20	09:20	10:20		CME			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4301	Silver @SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	SAIA Comdty		21:00	21:00	20	Vwap	10	08:05	09:05	08:05	09:05		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4302	Gold@SHF	[111111111111]	1	0.05%	21:00	15:00	8	15:00	AUAA Comdty	GC	21:00	21:00	20	Vwap	10	09:20	10:20	09:20	10:20		SHF			10	Vwap	2	10	70	0		N	N	N	N	N		N	
Y	4303	Gold @CMX	[010101010001]	1	0.05%	18:00	17:00	8	13:30	GCA Comdty	SI	18:00	18:00	20	Vwap	10	08:35	09:25	08:35	09:25	3	CMX	GC	NYMEX	10	Vwap	10	10	70	0	08:20	Y	Y	Y	Y	Y		Y	
Y	4304	Silver @CMX	[001010101001]	1	0.05%	18:00	17:00	8	13:25	SIA Comdty	JAU	18:00	18:00	20	Vwap	10	08:35	09:25	07:15	08:15	1	CMX	SI	NYMEX	10	Vwap	10	10	70	0	08:25	Y	Y	Y	Y	Y		Y	
N	4305	Gold@TCM	[010101010101]	1	0.05%	16:30	15:15	8	15:20	JGA Comdty	JPL	16:30	16:30	20	Vwap	10	07:15	08:15	07:15	08:15		TCM			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4306	Platinum@TCM	[010101010101]	1	0.05%	16:30	15:15	8	15:20	JAA Comdty	PL	16:30	16:30	20	Vwap	10	07:15	08:15	07:15	08:15		TCM			10	Vwap	2	10	70	0		N	N	N	N	N		N	
Y	4307	Platinum@NYM	[100100100100]	1	0.05%	18:00	17:00	8	13:05	PLA Comdty	PA	18:00	18:00	30	Vwap	20	08:35	09:25	08:35	09:25	1	NYM	PL	NYMEX	10	Vwap	10	10	70	0	08:20	Y	Y	Y	Y	Y		Y	
Y	4309	Palladium@NYM	[001001001001]	1	0.05%	18:00	17:00	8	13:00	PAA Comdty	JSV	18:00	18:00	30	Vwap	20	08:35	09:25	07:05	08:05	1	NYM	PA	NYMEX	10	Vwap	10	10	70	0	08:30	Y	Y	Y	Y	Y		Y	
N	4314	Silver @TCM	[010101010101]	1	0.05%	16:30	15:15	8	15:20	JIA Comdty	JPA	16:30	16:30	20	Vwap	10	08:15	09:15	08:15	09:15		TCM			10	Vwap	2	10	70	0		N	N	N	N	N		N	
N	4315	Palladium@TCM	[010101010101]	1	0.05%	16:30	15:15	8	15:20	JMA Comdty	JPA	16:30	16:30	20	Vwap	10	09:20	10:20	09:20	10:20		TCM			10	N	N	N	N	N	N								
